movie_title,title_year,genres,actor_1_name,actor_2_name,actor_3_name,director_name,keywords
The Blood of My Brother,2005.0,Documentary War,unknown,unknown,unknown,Andrew Berends,american blood dream patrol tank
Your Sister's Sister,2011.0,Comedy Drama,Mark Duplass,Mike Birbiglia,Mel Eslyn,Lynn Shelton,drunken sex mashed potatoes pancakes tequila title directed by female
Romantic Schemer,2015.0,Romance,Diane Sorrentino,Valentine,unknown,Valentine,unknown
A Dog's Breakfast,2007.0,Comedy,Christopher Judge,David Hewlett,Paul McGillion,David Hewlett,dog vegetarian
A Dog's Breakfast,2007.0,Comedy,Christopher Judge,David Hewlett,Paul McGillion,David Hewlett,dog vegetarian
Night of the Living Dead,1968.0,Drama Horror Mystery,Judith O'Dea,Duane Jones,S. William Hinzman,George A. Romero,cemetery farmhouse radiation running out of gas zombie
Une Femme Mariée,1964.0,Drama,Philippe Leroy,Macha Méril,Rita Maiden,Jean-Luc Godard,acting actor face slap fashion magazine
The Birth of a Nation,2016.0,Biography Drama,Jason Stuart,Nate Parker,Aunjanue Ellis,Nate Parker,unknown
The Work and the Story,2003.0,Comedy,Richard Moll,Frank Gerrish,Christopher Robin Miller,Nathan Smith Jones,latter day saints lds film mock documentary mormon mormonism
Facing the Giants,2006.0,Drama Sport,Alex Kendrick,Erin Bethea,Shannen Fields,Alex Kendrick,christian coach faith football football team
The Gallows,2015.0,Horror Thriller,Pfeifer Brown,Cassidy Gifford,Reese Mishler,Travis Cluff,breaking and entering gallows hanging high school stage
Eraserhead,1977.0,Fantasy Horror Sci-Fi,Hal Landon Jr.,Jack Nance,Charlotte Stewart,David Lynch,apartment baby deformed baby factory surrealism
Over the Hill to the Poorhouse,1920.0,Crime Drama,Stephen Carr,Johnnie Walker,Mary Carr,Harry F. Millarde,family relationships gang idler poorhouse thief
Hollywood Shuffle,1987.0,Comedy,Robert Townsend,Keenen Ivory Wayans,Helen Martin,Robert Townsend,actor african american dream two word title written and directed by cast member
The Mighty,1998.0,Comedy Drama,Kieran Culkin,Elden Henson,Gena Rowlands,Peter Chelsom,book friendship knight learning disability tutor
Penitentiary,1979.0,Crime Drama Sport,Leon Isaac Kennedy,Chuck Mitchell,Wilbur 'Hi-Fi' White,Jamaa Fanaka,blaxploitation boxing convict drifter false accusation
The Lost Skeleton of Cadavra,2001.0,Comedy Horror Sci-Fi,Fay Masterson,Brian Howe,Larry Blamire,Larry Blamire,alien cave husband wife relationship monster skeleton
"Dude, Where's My Dog?!",2014.0,Family,Kevin P. Farley,Gabriela Castillo,Brandon Middleton,Stephen Langford,unknown
Cheap Thrills,2013.0,Comedy Crime Drama Horror Thriller,Brighton Sharbino,Ethan Embry,Elissa Dowling,E.L. Katz,cocaine extramarital affair sex shooting violence
Indie Game: The Movie,2012.0,Documentary,Jonathan Blow,Edmund McMillen,Phil Fish,Lisanne Pajot,movie in title
Closure,2007.0,Thriller,Danny Dyer,Adam Rayner,Ralph Brown,Dan Reed,countryside night party rape scar
Open Secret,1948.0,Crime Drama,Sheldon Leonard,John Ireland,Arthur O'Connell,John Reinhardt,anti semitism gangster
Echo Dr.,2013.0,Action Drama Sci-Fi Thriller,Claire Gordon-Harper,Hugh Mun,Johnathan Hurley,Patrick Ryan Sims,android artificial intelligence home invasion security system tech noir
The Night Visitor,1971.0,Crime Horror Thriller,Liv Ullmann,Trevor Howard,Andrew Keir,Laslo Benedek,escape independent film mental illness prison revenge
The Past is a Grotesque Animal,2014.0,Biography Documentary Music,Jon Brion,Dottie Alexander,David Barnes,Jason Miller,artist band male rear nudity sexuality stage
The Last House on the Left,2009.0,Crime Horror Thriller,Tony Goldwyn,Monica Potter,Martha MacIsaac,Dennis Iliadis,kidnapping lake microwave oven psychopath woods
"Peace, Propaganda & the Promised Land",2004.0,Documentary,Noam Chomsky,Seth Ackerman,Arik Ascherman,Sut Jhally,arab israeli conflict israel media middle east palestine
Pi,1998.0,Drama Mystery Thriller,Mark Margolis,Clint Mansell,Stanley B. Herman,Darren Aronofsky,mathematician nature numbers pattern using a metal detector on a beach
"I Love You, Don't Touch Me!",1997.0,Comedy Romance,Jack McGee,Meredith Scott Lynn,Tim DeZarn,Julie Davis,female frontal nudity female rear nudity title directed by female virgin written and directed by cast member
20 Dates,1998.0,Biography Comedy Romance,Tia Carrere,Tom Ardavany,Robert McKee,Myles Berkowitz,fake documentary hidden camera mockumentary narrative reality show
Queen Crab,2015.0,Action Sci-Fi Thriller,Michelle Simone Miller,Steve Diasparra,A.J. DeLucia,Brett Piper,unknown
Super Size Me,2004.0,Comedy Documentary Drama,Chemeeka Walker,Amanda Kearsan,Amelia Giancarlo,Morgan Spurlock,experiment fast food food industry meal overeating
The FP,2011.0,Comedy,Clifton Collins Jr.,Sean Whalen,James DeBello,Brandon Trost,abbreviation in title based on short film competition dancing dystopia location in title
Happy Christmas,2014.0,Comedy Drama,Anna Kendrick,Lena Dunham,Mark Webber,Joe Swanberg,chicago illinois drink drinking filmmaker writer
The Brain That Wouldn't Die,1962.0,Horror Sci-Fi,Virginia Leith,Jason Evers,Bruce Kerr,Joseph Green,brain fiance laboratory surgeon surgery
Tiger Orange,2014.0,Drama,Ty Parker,Vincent Duvall,Loanne Bishop,Wade Gasque,coming out father son relationship gay gay brother toilet sex
Supporting Characters,2012.0,Comedy,Lena Dunham,Kevin Corrigan,Alex Karpovsky,Daniel Schechter,film editor kiss marriage proposal movie screening urination
Absentia,2011.0,Drama Horror Mystery,Justin Gordon,Courtney Bell,Erin Cipolletti,Mike Flanagan,anticipate dead in absentia foetus tunnel unreliable narration
The Brothers McMullen,1995.0,Comedy Drama Romance,Shari Albert,Michael McGlone,Maxine Bahns,Edward Burns,abusive father critically acclaimed loss of father love true love
The Dirties,2013.0,Crime Drama Thriller,Paul Daniel Ayotte,Shailene Garnett,Matt Johnson,Matt Johnson,best friend bully friend revenge school
Gabriela,1983.0,Comedy Drama Romance,Marcello Mastroianni,Sonia Braga,Joffre Soares,Bruno Barreto,based on novel brazil female underarm hair sex in a window star appears nude
Tiny Furniture,2010.0,Comedy Drama Romance,Lena Dunham,Merritt Wever,Jemima Kirke,Lena Dunham,adult returns home girl with glasses hipster shower title directed by female
Hayride,2012.0,Crime Drama Horror,Richard Tyson,Jeremy Sande,Corlandos Scott,Terron R. Parsons,unknown
The Naked Ape,2006.0,Comedy Drama,Corbin Bernsen,Chelse Swain,Amanda MacDonald,Daniel Mellitz,coming of age male nudity road trip skinny dipping teenager
Counting,2015.0,Documentary,unknown,unknown,unknown,Jem Cohen,city city symphony diary essay surveillance
The Call of Cthulhu,2005.0,Fantasy Horror Mystery Thriller,Dan Novy,David Mersault,Barry Lynch,Andrew Leman,1920s cthulhu dream sailor silent film
Bending Steel,2013.0,Documentary,Chris 'Wonder' Schoeck,unknown,unknown,Dave Carroll,unknown
The Signal,2014.0,Sci-Fi Thriller,Lin Shaye,Olivia Cooke,Beau Knapp,William Eubank,computer hacker girlfriend in a coma nosebleed prosthetic leg road trip
The Image Revolution,2014.0,Biography Documentary,Taliesin Jaffe,Greg Aronowitz,Jeff Dowd,Patrick Meaney,comic book comic book history comics spawn walking dead
This Is Martin Bonner,2013.0,Drama,Jan Haley,Paul Eenhoorn,Demetrius Grosse,Chad Hartigan,estranged daughter friendship nevada prisoner unlikely friendship
A True Story,2013.0,Comedy,Katrina Bowden,Jon Gries,Kelen Coleman,Malcolm Goodwin,ellipsis in title long title period in title punctuation in title title ends with period
George Washington,2000.0,Drama,Paul Schneider,Eddie Rouse,Damian Jewan Lee,David Gordon Green,cover up north carolina redemption small town teenager
Smiling Fish & Goat on Fire,1999.0,Comedy Romance,Derick Martini,Christa Miller,Ion Overman,Kevin Jordan,accountant actor animal in title mail carrier single parent
Dawn of the Crescent Moon,2014.0,Drama Sci-Fi Thriller,Barry Corbin,Johnny Walter,Shiree Nelson,Kirk Loudon,unknown
Raymond Did It,2011.0,Horror,Elissa Dowling,Patricia Raven,Lindsay Felton,Travis Legge,blood independent film mutilation violence
The Last Waltz,1978.0,Documentary Music,Ringo Starr,Levon Helm,Bob Dylan,Martin Scorsese,band final concert guitar interview thanksgiving
"Run, Hide, Die",2012.0,Horror Thriller,Julianne Gabert,Thomas Brophy,Ronee Collins,Collin Joseph Neal,unknown
The Exploding Girl,2009.0,Drama,Zoe Kazan,Mark Rendall,Jordan Scovel,Bradley Rust Gray,friend hospital low budget film ring stoned
The Legend of God's Gun,2007.0,Western,Joseph Campanella,Kirpatrick Thomas,Christian Anderson,Mike Bruce,unknown
Mutual Appreciation,2005.0,Comedy,Andrew Bujalski,Kate Dollenmayer,Justin Rice,Andrew Bujalski,friendship guitarist mumblecore musician new york
Her Cry: La Llorona Investigation,2013.0,Horror,Nichole Ceballos,Ron Gelner,Parker Riggs,Damir Catic,la llorona weeping
Down Terrace,2009.0,Comedy Crime Drama,Michael Smiley,Tony Way,David Schaal,Ben Wheatley,black comedy
Clerks,1994.0,Comedy,Jason Mewes,Brian O'Halloran,Jeff Anderson,Kevin Smith,clerk friend hockey video video store
Pink Narcissus,1971.0,Drama Fantasy,Don Brooks,Bobby Kendall,unknown,James Bidgood,male frontal nudity male pubic hair male rear nudity pubic hair street hustler
Funny Ha Ha,2002.0,Comedy Drama,Andrew Bujalski,Kate Dollenmayer,Justin Rice,Andrew Bujalski,mumblecore
In the Company of Men,1997.0,Comedy Drama,Stacy Edwards,Matt Malloy,Jason Dixie,Neil LaBute,business trip love misogynist office secretary
Sabotage,2014.0,Action Crime Drama Thriller,Mireille Enos,Martin Donovan,Maurice Compte,David Ayer,dea drug cartel kicked in the crotch strip club tough girl
Manito,2002.0,Drama Family,Franky G,Panchito Gómez,Casper Martinez,Eric Eason,ex convict graduation manhattan new york city older brother is bad influence washington heights manhattan new york city
Rampage,2009.0,Action Crime Thriller,Matt Frewer,Katharine Isabelle,Michael Paré,Uwe Boll,death first part killing spree massacre murder
Slacker,1991.0,Comedy Drama,Tommy Pallotta,Richard Linklater,Jean Caffeine,Richard Linklater,austin texas moon pap smear texas twenty something
Dutch Kills,2015.0,Crime Drama Thriller,Tjasa Ferme,Mikaal Bates,Damon Owlia,Joseph Mazzella,unknown
Dry Spell,2013.0,Comedy Romance,Kristen Seavey,Suzi Lorraine,Travis Legge,Travis Legge,anti romantic comedy dating divorce sex comedy sex scene
Flywheel,2003.0,Drama,Shannen Fields,Lisa Arnold,Janet Lee Dapper,Alex Kendrick,baby car salesman christian film pregnancy used car salesman
Exeter,2015.0,Horror Mystery Thriller,Ashley Tramonte,Brittany Curran,Lindsay MacDonald,Marcus Nispel,asylum demon party secret teenager
The Ridges,2011.0,Drama Horror Thriller,Robbie Barnes,Alana Kaniewski,Brandon Landers,Brandon Landers,avatar college death tron university
The Puffy Chair,2005.0,Comedy Drama Romance,Mark Duplass,Katie Aselton,Bari Hyman,Jay Duplass,birthday gift motel new york city upholsterer
Stories of Our Lives,2014.0,Drama,Paul Ogola,Olwenya Maina,Mugambi Nthiga,Jim Chuchu,unknown
Breaking Upwards,2009.0,Romance,Zoe Lister-Jones,Heather Burns,Ebon Moss-Bachrach,Daryl Wein,unknown
All Superheroes Must Die,2011.0,Sci-Fi Thriller,Sean Whalen,Jason Trost,Nick Principe,Jason Trost,arch villain game of death kidnapping superhero
Pink Flamingos,1972.0,Comedy Crime Horror,Divine,Mink Stole,Edith Massey,John Waters,absurd humor egg gross out humor lesbian sex
Clean,2004.0,Drama Music Romance,Maggie Cheung,Béatrice Dalle,Don McKellar,Olivier Assayas,jail junkie money motel singer
The Circle,2000.0,Drama,Fereshteh Sadre Orafaiy,Nargess Mamizadeh,Mojgan Faramarzi,Jafar Panahi,abortion bus hospital prison prostitution
Tin Can Man,2007.0,Horror,Patrick O'Donnell,Michael Parle,Emma Eliza Regan,Ivan Kavanagh,unknown
The Cure,1997.0,Crime Horror Mystery Thriller,Kôji Yakusho,Anna Nakagawa,Denden,Kiyoshi Kurosawa,breasts interrogation investigation murder watching television
On the Downlow,2004.0,Drama,Tatiana Suarez-Pico,Michael Cortez,Eric Ambriz,Tadeo Garcia,gang initiation gunplay hazing latino shakespeare's romeo and juliet
Sanctuary; Quite a Conundrum,2012.0,Comedy Horror Thriller,Julianna Pitt,Joe Coffey,John Lucas,Thomas L. Phillips,nudity party pirate swimsuit three word title
Bang,1995.0,Crime Drama,Peter Greene,Stanley B. Herman,James Noble,Ash Baron-Cohen,corruption homeless homeless man motorcycle urban legend
Primer,2004.0,Drama Sci-Fi Thriller,Shane Carruth,David Sullivan,Casey Gooden,Shane Carruth,changing the future independent film invention nonlinear timeline time travel
Cavite,2005.0,Thriller,Ian Gamazon,Edgar Tancangco,Quynn Ton,Neill Dela Llana,jihad mindanao philippines security guard squatter
El Mariachi,1992.0,Action Crime Drama Romance Thriller,Carlos Gallardo,Peter Marquardt,Consuelo Gómez,Robert Rodriguez,assassin death guitar gun mariachi
The Mongol King,2005.0,Crime Drama,Richard Jewell,John Considine,Sara Stepnicka,Anthony Vallone,jewell mongol nostradamus stepnicka vallone
Newlyweds,2011.0,Comedy Drama,Kerry Bishé,Caitlin FitzGerald,Daniella Pineda,Edward Burns,written and directed by cast member
Signed Sealed Delivered,2013.0,Comedy Drama,Eric Mabius,Daphne Zuniga,Crystal Lowe,Scott Smith,fraud postal worker prison theft trial
The Following            ,unknown,Crime Drama Mystery Thriller,Natalie Zea,Valorie Curry,Sam Underwood,unknown,cult fbi hideout prison escape serial killer
A Plague So Pleasant,2013.0,Drama Horror Thriller,Eva Boehnke,Maxwell Moody,David Chandler,Benjamin Roberds,unknown
Shanghai Calling,2012.0,Comedy Drama Romance,Alan Ruck,Daniel Henney,Eliza Coupe,Daniel Hsia,unknown
My Date with Drew,2004.0,Documentary,John August,Brian Herzlinger,Jon Gunn,Jon Gunn,actress name in title crush date four word title video camera
Pirates of the Caribbean: Dead Men Tell No Tales,2017,Adventure Action Fantasy Comedy,Johnny Depp,Javier Bardem,Geoffrey Rush,Espen Sandberg,sea ship sequel artifact treasure map pirate period drama monkey swashbuckler ghost caribbean trident
Justice League,2017,Action Adventure Fantasy Sci-Fi,Ben Affleck,Henry Cavill,Gal Gadot,Zack Snyder,dc comics based on comic super powers dc extended universe
Thor: Ragnarok,2017,Action Adventure Fantasy Sci-Fi,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Taika Waititi,marvel comic sequel superhero based on comic female villain norse mythology marvel cinematic universe norse god
Guardians of the Galaxy Vol. 2,2017,Action Adventure Comedy Sci-Fi,Chris Pratt,Zoe Saldana,Dave Bautista,James Gunn,sequel superhero based on comic misfit space outer space aftercreditsstinger duringcreditsstinger
The King's Daughter,2017,Fantasy Action Adventure,Pierce Brosnan,William Hurt,Benjamin Walker,Sean McNamara,immortality mermaid period drama illegitimate child quest
Extinction: Nature Has Evolved,2017,Thriller Adventure,Ben Loyd-Holmes,Sarah Mac,Neil Newbon,Adam Spinks,monster amazon mockumentary dinosaur found footage jurassic
For Here or to Go?,2017,Drama Comedy,Ali Fazal,Melanie Chandra,Omi Vaidya,Rucha Humnabadkar,immigration silicon valley entrepreneurship woman director
Guardians,2017,Action Fantasy Sci-Fi,Anton Pampushnyy,Sanzhar Madiyev,Sebastien Sisak,Sarik Andreasyan,cold war superhero
The Outcasts,2017,Comedy,Victoria Justice,Eden Sher,Ashley Rickards,Peter Hutchings,school teenager
Wonder Woman,2017,Action Adventure Fantasy,Gal Gadot,Chris Pine,Robin Wright,Patty Jenkins,dc comics hero greek mythology island world war i superhero based on comic superheroine period drama heroine super powers woman director 1910s dc extended universe
Sly Cooper,2017,Animation Adventure Comedy Action Family,Chris Murphy,Ian James Corlett,Matt Olsen,Kevin Munroe,
The Circle,2017,Drama Thriller Sci-Fi,Emma Watson,Tom Hanks,John Boyega,James Ponsoldt,technology video surveillance company criminal smartphone
Pitch Perfect 3,2017,Comedy,Anna Kendrick,Rebel Wilson,Brittany Snow,Trish Sie,
The Master,2017,[],Donnie Yen,[],[],[],
The Devil's Candy,2017,Horror,Ethan Embry,Shiri Appleby,Kiara Glasco,Sean Byrne,artist heavy metal painting satan child kidnapping possesion
The Devil's Candy,2017,Horror,Ethan Embry,Shiri Appleby,Kiara Glasco,Sean Byrne,artist heavy metal painting satan child kidnapping possesion
Las Plantas,2017,Drama,Violeta Castillo,Ingrid Isensee,Mauricio Vaca,Roberto Doveris,coming of age
"Return to Return to Nuke 'Em High, aka Volume 2",2017,Comedy Horror,Asta Paredes,Catherine Corcoran,Zac Amino,Lloyd Kaufman,
The Cheerleader Murders,2017,TV Movie Thriller,Amanda Leighton,Samantha Boscarino,Hannah Kasulka,David Jackson,cheerleader
Dean,2017,Comedy,Demetri Martin,Gillian Jacobs,Christine Woods,Demetri Martin,
Leatherface,2017,Horror,Stephen Dorff,Lili Taylor,Sam Strike,Julien Maury,chainsaw
47 Meters Down,2017,Drama Thriller Horror Adventure,Claire Holt,Mandy Moore,Chris Johnson,Johannes Roberts,diving sister sister relationship shark attack cage shark trapped underwater 
Porto,2017,Romance Drama,Lucie Lucas,Anton Yelchin,Paulo Calatré,Gabe Klinger,
Mamaboy,2017,Comedy Drama Family Fantasy Romance Sci-Fi,Sean O'Donnell,Alexandria DeBerry,Gary Busey,Aaron Leong,high school student pregnant boy
David Lynch: The Art Life,2017,Documentary,David Lynch,[],[],Rick Barnes,
The Promise,2017,History Romance Drama,Oscar Isaac,Charlotte Le Bon,Christian Bale,Terry George,love triangle journalist artist genocide armenian genocide medical student ottoman empire
All Eyez on Me,2017,Drama Music,Demetrius Shipp Jr.,Danai Gurira,Kat Graham,Benny Boom,biography biopic
Colossal,2017,Action Comedy Drama Fantasy Sci-Fi,Anne Hathaway,Jason Sudeikis,Tim Blake Nelson,Nacho Vigalondo,bar monster mental breakdown seoul alcoholic psychotic catastrophe childhood friend
Voyage of Time: Life's Journey,2017,Documentary Drama,Cate Blanchett,Konstantin Khabenskiy,[],Terrence Malick,philosophy evolution cosmology science
London Town,2017,Drama Music,Jonathan Rhys Meyers,Daniel Huttlestone,Dougray Scott,Derrick Borte,london england riot independent film cross dressing rock band singer-songwriter the clash accident football ticket
Brimstone,2017,Mystery Thriller Western,Guy Pearce,Dakota Fanning,Carice van Houten,Martin Koolhoven,reverend
The White King,2017,Drama Sci-Fi,Agyness Deyn,Jonathan Pryce,Fiona Shaw,Jörg Tittel,based on novel dystopia dictatorship danger family woman director
Risk,2017,Documentary,Julian Assange,Sarah Harrison,Jacob Appelbaum,Laura Poitras,asylum national security agency (nsa) information leak
Kiki,2017,Documentary,[],[],[],Sara Jordenö,woman director black lgbt
Shangri-La Suite,2017,Romance Drama Crime,Emily Browning,Luke Grimes,Ron Livingston,Eddie O'Keefe,
Godless,2017,Drama,Irena Ivanova,Ivan Nalbantov,Ventzislav Konstantinov,Ralitza Petrova,woman director
The Space Between Us,2017,Romance Adventure Sci-Fi Drama,Asa Butterfield,Britt Robertson,Carla Gugino,Peter Chelsom,mars space colony fish out of water teenager scientist teenage love near future search for father
National Bird,2017,Documentary,Jesselyn Radack,[],[],Sonia Kennebeck,woman director
I Am Not Your Negro,2017,Documentary,Samuel L. Jackson,James Baldwin,Malcolm X,Raoul Peck,race politics martin luther king documentary racism african american interviews james baldwin malcom x
Kedi,2017,Documentary,Bülent Üstün,[],[],Ceyda Torun,woman director
A Dog's Purpose,2017,Comedy Drama Family Fantasy,Dennis Quaid,Britt Robertson,Josh Gad,Lasse Hallström,based on novel human animal relationship reincarnation grandparents dog firecracker adaptation deflated football
Manifesto,2017,Drama,Cate Blanchett,Erika Bauer,Ruby Bustamante,Julian Rosefeldt,woman manifesto arthouse film on art and artist
The Little Hours,2017,Comedy,Alison Brie,Dave Franco,Aubrey Plaza,Jeff Baena,nun servant middle ages
Fist Fight,2017,Comedy,Charlie Day,Ice Cube,Tracy Morgan,Richie Keen,high school high school teacher
Sleepless,2017,Action Crime Thriller,Jamie Foxx,Michelle Monaghan,Dermot Mulroney,Baran bo Odar,robbery kidnapping organized crime undercover cop mobster gangster las vegas corrupt cop
A Cure for Wellness,2017,Mystery Thriller Horror Sci-Fi,Dane DeHaan,Jason Isaacs,Mia Goth,Gore Verbinski,switzerland therapist health darkness wellness employee patient violence drug remote swiss alps treatment cure accident wellness center institute incertitude
The Man,2017,Drama Comedy,Jakob Oftebro,Ane Dahl Torp,Søren Malling,Charlotte Sieling,father son relationship painting woman director
xXx: Return of Xander Cage,2017,Action Adventure Crime,Vin Diesel,Ice Cube,Samuel L. Jackson,D.J. Caruso,tattoo spy airplane secret agent parachute swimming pool sequel extreme sports back from the dead free fall
The Bye Bye Man,2017,Horror Thriller,Douglas Smith,Lucien Laviscount,Cressida Bonas,Stacy Title,wisconsin supernatural party violence hooded figure woman director college student
Prevenge,2017,Horror Comedy Drama Thriller Fantasy,Alice Lowe,Jo Hartley,Kate Dickie,Alice Lowe,revenge pregnancy voice over
The Lego Batman Movie,2017,Action Animation Comedy Family Fantasy,Will Arnett,Zach Galifianakis,Michael Cera,Chris McKay,superhero based on comic based on toy spin off super powers dead parents lego batman
A Wedding,2017,Drama,Lina El Arabi,Sébastien Houbani,Babak Karimi,Stephan Streker,
Kung Fu Yoga,2017,Mystery Action Adventure Comedy,Jackie Chan,Disha Patani,Sonu Sood,Stanley Tong,suspense
Rangoon,2017,War History Drama Romance,Saif Ali Khan,Shahid Kapoor,Kangana Ranaut,Vishal Bhardwaj,love triangle world war ii
Death Race 2050,2017,Action Comedy Sci-Fi,Manu Bennett,Malcolm McDowell,Marci Miller,G.J. Echternkamp,female nudity car race black humor overpopulation remake murder grindhouse corporate world dystopic future political satire absurdism
Trespass Against Us,2017,Action Drama Crime Thriller,Michael Fassbender,Brendan Gleeson,Lyndsey Marshal,Adam Smith,father son relationship gangster family
Claire in Motion,2017,Drama,Betsy Brandt,Chris Beetem,Zev Haworth,Annie J. Howell,widow grief woman director
Coin Heist,2017,Family Crime,Alex Saxon,Alexis G. Zall,Sasha Pieterse,Emily Hagins,robbery heist based on young adult novel
Rings,2017,Horror,Matilda Anna Ingrid Lutz,Alex Roe,Johnny Galecki,F. Javier Gutiérrez,hallucination investigation drama sequel suspense curse vhs death maggot supernatural horror seven days video tape
Clinical,2017,Thriller,Vinessa Shaw,Kevin Rahm,Aaron Stanford,Alistair Legrand,psychological
Jim Gaffigan: Cinco,2017,Comedy,Jim Gaffigan,[],[],Jeannie Gaffigan,stand-up comedy
Eu Fico Loko,2017,Comedy,Michel Joelsas,Alessandra Negrini,Marcello Airoldi,Bruno Garotti,adolescence brazilian comedy loko
The Crash,2017,Crime Thriller,Frank Grillo,Minnie Driver,AnnaSophia Robb,Aram Rappaport,criminal white collar criminal cybercrime
Kizumonogatari Part 3: Reiketsu,2017,Animation Fantasy Mystery,Hiroshi Kamiya,Yui Horie,Maaya Sakamoto,Akiyuki Shinbo,vampire based on light novel anime
John Wick: Chapter 2,2017,Thriller Action Crime,Keanu Reeves,Common,Laurence Fishburne,Chad Stahelski,italy gun roof party sequel handshake
Get Out,2017,Mystery Thriller Horror,Daniel Kaluuya,Allison Williams,Bradley Whitford,Jordan Peele,externally controlled action parents-in-law satire dark comedy interracial relationship disappearance racism african american stereotype police harassment missing race-conscious
Logan,2017,Action Drama Sci-Fi,Hugh Jackman,Patrick Stewart,Dafne Keen,James Mangold,cyborg experiment self-destruction mutant future dystopia immortality marvel comic sequel superhero based on comic scientific experiment super powers neo-western troubled past life on the margin
Kong: Skull Island,2017,Action Adventure Fantasy,Tom Hiddleston,Samuel L. Jackson,Brie Larson,Jordan Vogt-Roberts,vietnam veteran 1970s monster expedition island king kong u.s. soldier kaiju aftercreditsstinger monster island uncharted
City of Tiny Lights,2017,Crime Drama Thriller,Riz Ahmed,Billie Piper,James Floyd,Pete Travis,based on novel political intrigue  missing persons case private eye london religious fanaticism
T2 Trainspotting,2017,Crime Drama,Ewan McGregor,Jonny Lee Miller,Ewen Bremner,Danny Boyle,based on novel bar drug addiction blackmail cocaine junkie heroin friendship sequel revenge theft violence apartment
Science Fiction Volume One: The Osiris Child,2017,Sci-Fi,Kellan Lutz,Daniel MacPherson,Isabel Lucas,Shane Abbess,space colonisation creatures
Before I Fall,2017,Mystery Drama Thriller,Zoey Deutch,Halston Sage,Logan Miller,Ry Russo-Young,based on novel time loop teenager mumblecore teen drama based on young adult novel
The Big Sick,2017,Comedy Drama Romance,Kumail Nanjiani,Zoe Kazan,Holly Hunter,Michael Showalter,chicago coma immigrant arranged marriage comedian pakistani based on true story family relationships cultural difference cheating husband hospital new york city family stand-up comedian illness
Ingrid Goes West,2017,Drama Comedy,Aubrey Plaza,Elizabeth Olsen,O'Shea Jackson Jr.,Matt Spicer,mental disease woman social media obssesive
I Don't Feel at Home in This World Anymore,2017,Comedy Crime Drama Thriller,Melanie Lynskey,Elijah Wood,David Yow,Macon Blair,snake kidnapping vomit police vigilante thief dark comedy gore violence dog laptop dark rowboat degenerate throwing star offbeat burglarized
King Arthur: Legend of the Sword,2017,Action Drama Fantasy,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law,Guy Ritchie,sword king arthur period drama 3d
Beauty and the Beast,2017,Family Fantasy Romance,Emma Watson,Dan Stevens,Luke Evans,Bill Condon,france magic castle fairy tale musical curse anthropomorphism creature held captive gothic 18th century beast 3d
Take the 10,2017,Comedy,Stella Maeve,Andy Samberg,Josh Peck,Chester Tam,hip-hop drug dealer interstate 10 inland empire
The Boss Baby,2017,Animation Comedy Family,Alec Baldwin,Miles Bakshi,Jimmy Kimmel,Tom McGrath,baby family relationships sibling rivalry unreliable narrator 3d baby brother
Justice League Dark,2017,Action Animation Fantasy Sci-Fi Thriller,Matt Ryan,Jason O'Mara,Camilla Luddington,Jay Oliva,dc comics monster supernatural superhero based on comic superheroine creature batman
The other me,2017,Thriller Mystery,Pigmalion Dadakaridis,Dimitris Katalifos,Manos Vakousis,Sotiris Tsafoulias,
Machines,2017,Documentary,[],[],[],Rahul Jain,factory textile industry india machine sweatshop
Call Me by Your Name,2017,Romance Drama,Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Luca Guadagnino,italy based on novel love gay relationship summer teenage boy lgbt
iBoy,2017,Action Crime Sci-Fi Thriller,Bill Milner,Maisie Williams,Rory Kinnear,Adam Randall,based on novel revenge brain injury
L'ora legale,2017,Comedy,Salvatore Ficarra,Valentino Picone,Vincenzo Amato,Valentino Picone,sicily mayor
Catfight,2017,Comedy Drama,Sandra Oh,Anne Heche,Alicia Silverstone,Onur Tukel,fight rivalry girl fight event
A Ghost Story,2017,Drama Fantasy Romance,Casey Affleck,Rooney Mara,Will Oldham,David Lowery,house party children long take construction ghost piano
Ghost in the Shell,2017,Action Sci-Fi Thriller,Scarlett Johansson,Michael Pitt,Pilou Asbæk,Rupert Sanders,philosophy cyborg hacker strong woman investigation suspense female protagonist cyberpunk terrorism evolution dystopic future network 3d based on anime inner journey prosthesis
Pork Pie,2017,Action Comedy Crime,Dean O'Gorman,James Rolleston,Ashleigh Cummings,Matt Murphy,new zealand protest media police remake pursuit lost love road movie mini cooper escapade accidental outlaws
Bill Burr: Walk Your Way Out,2017,Comedy,Bill Burr,[],[],Jay Karas,stand-up comedy
XX,2017,Horror,Natalie Brown,Melanie Lynskey,Breeda Wool,St. Vincent,anthology woman director horror anthology
Ok Jaanu,2017,Drama Romance,Aditya Roy Kapoor,Shraddha Kapoor,Leela Samson,Shaad Ali,living together urban life love sickness friends with benefit
Fifty Shades Darker,2017,Drama Romance,Dakota Johnson,Jamie Dornan,Eric Johnson,James Foley,female nudity sex based on novel boat nudity kiss sequel bdsm adaptation erotic movie oral sex
Wilson,2017,Drama Comedy,Woody Harrelson,Sandy Oian-Thomas,Shaun Brown,Craig Johnson,naivety oddball daughter misfit dog divorcee based on graphic novel middle aged man
